"x"
-6050.31039691409
-5910.62071237932
-5949.61061235513
-6188.39385285208
-6106.47342094026
-5614.42212010484
-6068.5605292877
-5710.12223731598
-5967.85230712691
-6227.97877605818
-6048.62343680582
-6306.95696745816
-5833.18187455596
-5733.8042454712
-5910.62071237892
-5675.23934821538
-5948.11530730859
-5496.07566400636
-5870.66803188945
-6106.50632241941
-6048.7014588872
-6129.28858831477
-6344.90005116042
-5831.6207665338
-5969.73441451925
-6007.83788912085
-5910.50707941875
-5673.22975139415
-6024.44618198949
-6186.99042629947
-6146.01322357359
-5675.11456822539
-5872.64472720013
-5530.52228345488
-6048.79333740194
-6502.80967602139
-5594.66336582292
-5925.83672572857
-6185.48451382008
-5772.3673558699
-6109.54315087386
-5711.69827388469
-5773.85151390164
-5988.0791348278
-6027.57488895896
-5911.65638159145
-5831.65366801136
-5714.66658995377
-6247.23438532429
-5693.45657911375
-6124.75916422305
-6047.22001027715
-5769.33052742017
-5752.56184365114
-5415.4216595585
-5833.07884900875
-5729.41181991043
-6068.53033723217
-6148.97883021267
-5852.78023793911
-6405.62540075742
-5848.37830326969
-5711.60639536994
-5673.26265289957
-5971.33491494329
-6227.80887548858
-5675.24778582035
-6029.06748459636
-5968.33369739388
-5908.53038408251
-5672.14625215488
-5831.48376744316
-6029.04519053089
-6086.7693225786
-5813.43372768373
-5731.37629668576
-5675.11456822547
-5790.67375584886
-6282.69054352821
-5690.44421453425
-5971.28708493879
-6049.81785962876
-6721.50201583181
-5673.75519018311
-5732.34345357137
-5433.83054546712
-6129.07192979586
-6247.75138680417
-5635.67617945524
-5754.21483018818
-6009.32204715381
-5730.97563791584
-6326.59937935176
-5575.93974111399
-5928.87084475291
-6067.94592143517
-6148.97883021267
-6147.41665012221
-5912.01299189901
-5951.60906213797
