"x"
-1884.00647736888
-2238.99598944012
-1671.74951816421
-1734.98627589181
-1946.43534674903
-2011.97569159525
-2279.80789673262
-2059.33692679263
-2002.40632917808
-1997.82456787376
-1955.14819994057
-1960.31113669686
-1811.78822154308
-1934.98618762384
-1948.33333577055
-1779.0423813027
-2137.38364728357
-2208.26904997519
-1964.40048124003
-2173.79332908956
-2149.99800705173
-1912.22208369139
-1803.61863877104
-2378.73818810076
-2252.50587902572
-1996.70345634367
-1910.05636590822
-1959.22616334081
-1820.2514177161
-1942.50984897749
-1693.73381633784
-2047.21808251545
-1890.72528307164
-2260.19821205985
-1995.04509449281
-2159.65334991619
-2100.59836437578
-2198.32743361569
-2026.62487633684
-1756.27328131309
-1954.15309822509
-1919.05766417829
-1976.11321151437
-1785.35477301043
-2042.72667423903
-2102.06221372537
-2222.54871303274
-2227.76747105835
-2021.57225209849
-1886.15255771672
-2103.47989144406
-1786.34998559412
-1866.96112428864
-2141.32941497336
-1783.71239063509
-1693.47025385379
-1925.29634246895
-1869.71924862496
-1715.85345939853
-1912.0362332432
-1969.35936325889
-1939.42681803565
-2011.96649095018
-1918.05520546166
-2484.24494358857
-2219.98471876924
-1774.42896076201
-1694.96401622231
-1712.20653171263
-2031.84431275774
-2069.72315326703
-1708.15781861226
-2289.88773611227
-1753.21316528663
-2019.16092408311
-2136.57476769724
-1801.1208562493
-2046.17754236139
-2016.65251651567
-1725.83136617099
-2103.82259756875
-1915.43703953304
-1850.35959604662
-1974.71249730763
-2101.38688038206
-2062.41617952122
-2648.53652914907
-2038.48274192546
-2026.06546019153
-1978.08649553321
-1987.08090347343
-1883.88404071562
-1938.45369204256
-2242.55288573289
-2096.40177855582
-1846.24910061096
-2054.03023025993
-1711.44838091172
-2177.38270565621
-2172.20388319337
